S_ID	T_ID	TOKENcorr	TOKENorig	LEMMA	POS
s12	w22d	Vettern	Vettern	Vetter	NN
s12	w22e	,	,	,	$,
s12	w22f	meine	meine	meine	PPOSAT
s12	w230	Ohren	Ohren	Ohr	NN
s12	w231	,	,	,	$,
s12	w232	und	und	und	KON
s12	w233	rücke	ruͤcke	rücken	VVFIN
s12	w234	freundlich	freundlich	freundlich	ADJD
s12	w235	nickend	nickend	nickend	ADJD
s12	w236	meinen	meinen	meine	PPOSAT
s12	w237	Hut	Hut	Hut	NN
s12	w238	.	.	.	$.

# text = Wird der Silberton gar von einem goldnen Wiederhall begleitet , dann , Hochwohlgeborner , dann ziehe ich hoͤflich meinen Deckel herunter und meine Tritte verwandeln ſich in Kratzfuͤße , meine Worte in Liebkoſungen , meine finſtere ernſte Miene in ein ſchmeichleriſch- grinſendes Laͤcheln .
s13	w239	Wird	Wird	werden	VAFIN
s13	w23a	der	der	d	ART
s13	w23b	Silberton	Silberton	Silberton	NN
s13	w23c	gar	gar	gar	ADV
s13	w23d	von	von	von	APPR
s13	w23e	einem	einem	eine	ART
s13	w23f	goldenen	goldnen	golden	ADJA
s13	w240	Widerhall	Wiederhall	Widerhall	NN
s13	w241	begleitet	begleitet	begleiten	VVPP
s13	w242	,	,	,	$,
s13	w243	dann	dann	dann	ADV
s13	w244	,	,	,	$,
s13	w245	Hochwohlgeborener	Hochwohlgeborner	Hochwohlgeborene	NN
s13	w246	,	,	,	$,
s13	w247	dann	dann	dann	ADV
s13	w248	ziehe	ziehe	ziehen	VVFIN
s13	w249	ich	ich	ich	PPER
s13	w24a	höflich	hoͤflich	höflich	ADJD
s13	w24b	meinen	meinen	meine	PPOSAT
s13	w24c	Deckel	Deckel	Deckel	NN
s13	w24d	herunter	herunter	herunter	PTKVZ
s13	w24e	und	und	und	KON
s13	w24f	meine	meine	meine	PPOSAT
s13	w250	Tritte	Tritte	Tritt	NN
s13	w251	verwandeln	verwandeln	verwandeln	VVFIN
s13	w252	sich	ſich	sich	PRF
s13	w253	in	in	in	APPR
s13	w254	Kratzfüße	Kratzfuͤße	Kratzfuß	NN
s13	w255	,	,	,	$,
s13	w256	meine	meine	meine	PPOSAT
s13	w257	Worte	Worte	Wort	NN
s13	w258	in	in	in	APPR
s13	w259	Liebkosungen	Liebkoſungen	Liebkosung	NN
s13	w25a	,	,	,	$,
s13	w25b	meine	meine	meine	PPOSAT
s13	w25c	finstere	finſtere	finster	ADJA
s13	w25d	ernste	ernſte	ernst	ADJA
s13	w25e	Miene	Miene	Miene	NN
s13	w25f	in	in	in	APPR
s13	w260	ein	ein	eine	ART
s13	w261	schmeichlerisch-	ſchmeichleriſch-	schmeichlerisch-	TRUNC
s13	w262	grinsendes	grinſendes	grinsend	ADJA
s13	w263	Lächeln	Laͤcheln	Lächeln	NN
s13	w264	.	.	.	$.

# text = Laͤßt mich das Judenkind endlich auch einen großen Chineſiſchen Bankzettel , eine Japaniſche Staatsobligation oder dergleichen ſehen ; dann , ach dann , mein Verehrteſter , gerathe ich vor Ehrfurcht und Entzuͤcken ganz außer mir , deute mit Fingern auf den Begluͤckten , und rufe !
s14	w265	Läßt	Laͤßt	lassen	VVFIN
s14	w266	mich	mich	ich	PPER
s14	w267	das	das	d	ART
s14	w268	Judenkind	Judenkind	Judenkind	NN
s14	w269	endlich	endlich	endlich	ADV
s14	w26a	auch	auch	auch	ADV
s14	w26b	einen	einen	eine	ART
s14	w26c	großen	großen	groß	ADJA
s14	w26d	Chinesischen	Chineſiſchen	chinesisch	ADJA
s14	w26e	Bankzettel	Bankzettel	Bankzettel	NN
s14	w26f	,	,	,	$,
s14	w270	eine	eine	eine	ART
s14	w271	Japanische	Japaniſche	japanisch	ADJA
s14	w272	Staatsobligation	Staatsobligation	Staatsobligation	NN
s14	w273	oder	oder	oder	KON
s14	w274	dergleichen	dergleichen	dergleichen	PIS
s14	w275	sehen	ſehen	sehen	VVINF
s14	w276	;	;	;	$.
s14	w277	dann	dann	dann	ADV
s14	w278	,	,	,	$,
s14	w279	ach	ach	ach	ITJ
s14	w27a	dann	dann	dann	ADV
s14	w27b	,	,	,	$,
s14	w27c	mein	mein	mein	PPOSAT
s14	w27d	Verehrtester	Verehrteſter	Verehrtester	NN
s14	w27e	,	,	,	$,
s14	w27f	gerate	gerathe	geraten	VVFIN
s14	w280	ich	ich	ich	PPER
s14	w281	vor	vor	vor	APPR
s14	w282	Ehrfurcht	Ehrfurcht	Ehrfurcht	NN
s14	w283	und	und	und	KON
s14	w284	Entzücken	Entzuͤcken	Entzücken	NN
s14	w285	ganz	ganz	ganz	ADV
s14	w286	außer	außer	außer	APPR
s14	w287	mir	mir	ich	PPER
s14	w288	,	,	,	$,
s14	w289	deute	deute	deuten	VVFIN
s14	w28a	mit	mit	mit	APPR
s14	w28b	Fingern	Fingern	Finger	NN
s14	w28c	auf	auf	auf	APPR
s14	w28d	den	den	d	ART
s14	w28e	Beglückten	Begluͤckten	Beglückte	NN
s14	w28f	,	,	,	$,
s14	w290	und	und	und	KON
s14	w291	rufe	rufe	rufen	VVFIN
s14	w292	!	!	!	$.

# text = Hic est !
s15	w293	Hic	Hic	hic	FM
s15	w294	est	est	est	FM
s15	w295	!	!	!	$.

# text = Dies iſt ein Auserwaͤhlter des Herrn !
s16	w296	Dies	Dies	diese	PDS
s16	w297	ist	iſt	sein	VAFIN
s16	w298	ein	ein	eine	ART
s16	w299	Auserwählter	Auserwaͤhlter	Auserwählte	NN
s16	w29a	des	des	d	ART
s16	w29b	Herrn	Herrn	Herr	NN
s16	w29c	!	!	!	$.

# text = Ein Mann von ſehr alter Familie !
s17	w29d	Ein	Ein	eine	ART
s17	w29e	Mann	Mann	Mann	NN
s17	w29f	von	von	von	APPR
s17	w2a0	sehr	ſehr	sehr	ADV
s17	w2a1	alter	alter	alt	ADJA
s17	w2a2	Familie	Familie	Familie	NN
s17	w2a3	!	!	!	$.

# text = Glauben Sie aber nicht , Hochwohlgeborner , daß bloß Jhr und Jhrer theuern Herrn Vettern Gold , Silber , Bankzettel und Staatsverſchreibungen es ſind , was ich achte und weßhalb ich dieſes Buͤchlein Jhnen widme .
s18	w2a4	Glauben	Glauben	glauben	VVFIN
s18	w2a5	Sie	Sie	sie	PPER
s18	w2a6	aber	aber	aber	ADV
s18	w2a7	nicht	nicht	nicht	PTKNEG
s18	w2a8	,	,	,	$,
s18	w2a9	Hochwohlgeborener	Hochwohlgeborner	Hochwohlgeborene	NN
s18	w2aa	,	,	,	$,
s18	w2ab	daß	daß	daß	KOUS
s18	w2ac	bloß	bloß	bloß	ADV
s18	w2ad	Ihr	Jhr	sie	PPER
s18	w2ae	und	und	und	KON
s18	w2af	Ihrer	Jhrer	ihr	PPOSAT
s18	w2b0	teuren	theuern	teuer	ADJA
s18	w2b1	Herrn	Herrn	Herr	NN
s18	w2b2	Vettern	Vettern	Vetter	NN
s18	w2b3	Gold	Gold	Gold	NN
s18	w2b4	,	,	,	$,
s18	w2b5	Silber	Silber	Silber	NN
s18	w2b6	,	,	,	$,
s18	w2b7	Bankzettel	Bankzettel	Bankzettel	NN
s18	w2b8	und	und	und	KON
s18	w2b9	Staatsverschreibungen	Staatsverſchreibungen	Staatsverschreibung	NN
s18	w2ba	es	es	es	PPER
s18	w2bb	sind	ſind	sein	VAFIN
s18	w2bc	,	,	,	$,
s18	w2bd	was	was	was	PWS
s18	w2be	ich	ich	ich	PPER
s18	w2bf	achte	achte	acht	ADJA
s18	w2c0	und	und	und	KON
s18	w2c1	weshalb	weßhalb	weshalb	PWAV
s18	w2c2	ich	ich	ich	PPER
s18	w2c3	dieses	dieſes	diese	PDAT
s18	w2c4	Büchlein	Buͤchlein	Büchlein	NN
s18	w2c5	Ihnen	Jhnen	sie	PPER
s18	w2c6	widme	widme	widmen	VVFIN
s18	w2c7	.	.	.	$.

# text = Nein , die reinſte , die lauterſte Dankbarkeit iſt es , die mich hiezu verpflichtet .
s19	w2c8	Nein	Nein	nein	PTKANT
s19	w2c9	,	,	,	$,
s19	w2ca	die	die	d	ART
s19	w2cb	reinste	reinſte	rein	ADJA
s19	w2cc	,	,	,	$,
s19	w2cd	die	die	d	ART
s19	w2ce	lauterste	lauterſte	lauter	ADJA
s19	w2cf	Dankbarkeit	Dankbarkeit	Dankbarkeit	NN
s19	w2d0	ist	iſt	sein	VAFIN
s19	w2d1	es	es	es	PPER
s19	w2d2	,	,	,	$,
s19	w2d3	die	die	die	PRELS
s19	w2d4	mich	mich	mich	PRF
s19	w2d5	hierzu	hiezu	hierzu	PAV
s19	w2d6	verpflichtet	verpflichtet	verpflichten	VVPP
s19	w2d7	.	.	.	$.

# text = Es war einmal eine Zeit , wo ich zu den wohlhabendſten Leuten meines Vaterlandes gehoͤrte .
s1a	w2d8	Es	Es	es	PPER
s1a	w2d9	war	war	sein	VAFIN
s1a	w2da	einmal	einmal	einmal	ADV
s1a	w2db	eine	eine	eine	ART
s1a	w2dc	Zeit	Zeit	Zeit	NN
s1a	w2dd	,	,	,	$,
s1a	w2de	wo	wo	wo	PWAV
s1a	w2df	ich	ich	ich	PPER
s1a	w2e0	zu	zu	zu	APPR
s1a	w2e1	den	den	d	ART
s1a	w2e2	wohlhabendsten	wohlhabendſten	wohlhabend	ADJA
s1a	w2e3	Leuten	Leuten	Leute	NN
s1a	w2e4	meines	meines	meine	PPOSAT
s1a	w2e5	Vaterlandes	Vaterlandes	Vaterland	NN
s1a	w2e6	gehörte	gehoͤrte	gehören	VVFIN
s1a	w2e7	.	.	.	$.

# text = Jch hatte der Freunde ſehr viel , weil nicht allein mein Haus , ſondern auch meine Boͤrſe , und was noch kluͤger war , ſogar mein Herz Jedem offen ſtand .
s1b	w2e8	Ich	Jch	ich	PPER
s1b	w2e9	hatte	hatte	haben	VAFIN
s1b	w2ea	der	der	d	ART
s1b	w2eb	Freunde	Freunde	Freund	NN
s1b	w2ec	sehr	ſehr	sehr	ADV
s1b	w2ed	viel	viel	viel	ADV
s1b	w2ee	,	,	,	$,
s1b	w2ef	weil	weil	weil	KOUS
s1b	w2f0	nicht	nicht	nicht	PTKNEG
s1b	w2f1	allein	allein	allein	ADV
s1b	w2f2	mein	mein	mein	PPOSAT
s1b	w2f3	Haus	Haus	Haus	NN
s1b	w2f4	,	,	,	$,
s1b	w2f5	sondern	ſondern	sondern	KON
s1b	w2f6	auch	auch	auch	ADV
s1b	w2f7	meine	meine	meine	PPOSAT
s1b	w2f8	Börse	Boͤrſe	Börse	NN
s1b	w2f9	,	,	,	$,
s1b	w2fa	und	und	und	KON
s1b	w2fb	was	was	was	PWS
s1b	w2fc	noch	noch	noch	ADV
s1b	w2fd	klüger	kluͤger	klug	ADJD
s1b	w2fe	war	war	sein	VAFIN
s1b	w2ff	,	,	,	$,
s1b	w300	sogar	ſogar	sogar	ADV
s1b	w301	mein	mein	mein	PPOSAT
s1b	w302	Herz	Herz	Herz	NN
s1b	w303	Jedem	Jedem	jede	PIAT
s1b	w304	offen	offen	offen	ADJD
s1b	w305	stand	ſtand	stehen	VVFIN
s1b	w306	.	.	.	$.

# text = Der große Gekreuzigte hat irgendwo geſagt :
s1c	w307	Der	Der	d	ART
s1c	w308	große	große	groß	ADJA
s1c	w309	Gekreuzigte	Gekreuzigte	Gekreuzigte	NN
s1c	w30a	hat	hat	haben	VAFIN
s1c	w30b	irgendwo	irgendwo	irgendwo	ADV
s1c	w30c	gesagt	geſagt	sagen	VVPP
s1c	w30d	:	:	:	$.

# text = Es iſt leichter , daß ein Kameel durch ein Nadeloͤhr gehe , als daß ein Reicher in das Reich Gottes komme .
s1d	w30e	Es	Es	es	PPER
s1d	w30f	ist	iſt	sein	VAFIN
s1d	w310	leichter	leichter	leicht	ADJD
s1d	w311	,	,	,	$,
s1d	w312	daß	daß	daß	KOUS
s1d	w313	ein	ein	eine	ART
s1d	w314	Kamel	Kameel	Kamel	NN
s1d	w315	durch	durch	durch	APPR
s1d	w316	ein	ein	eine	ART
s1d	w317	Nadelöhr	Nadeloͤhr	Nadelöhr	NN
s1d	w318	gehe	gehe	gehen	VVFIN
s1d	w319	,	,	,	$,
s1d	w31a	als	als	als	KOKOM
s1d	w31b	daß	daß	daß	KOUS
s1d	w31c	ein	ein	eine	ART
s1d	w31d	Reicher	Reicher	Reiche	NN
s1d	w31e	in	in	in	APPR
s1d	w31f	das	das	d	ART
s1d	w320	Reich	Reich	Reich	NN
s1d	w321	Gottes	Gottes	Gott	NN
s1d	w322	komme	komme	kommen	VVFIN
s1d	w323	.	.	.	$.

# text = Dies hatte ſich Abrahams Saame , der ſonſt bekanntlich nicht viel auf das Chriſtenthum haͤlt , gemerkt , und Jſaaks fromme Nachkommen , ſowohl von der ſchwarzen als der weißen Linie , waren eifrigſt bemuͤhet , mir zum Reiche Gottes zu verhelfen .
s1e	w324	Dies	Dies	diese	PDS
s1e	w325	hatte	hatte	haben	VAFIN
s1e	w326	sich	ſich	sich	PRF
s1e	w327	Abrahams	Abrahams	Abrahams	NE
s1e	w328	Same	Saame	Same	NE
s1e	w329	,	,	,	$,
s1e	w32a	der	der	die	PRELS
s1e	w32b	sonst	ſonſt	sonst	ADV
s1e	w32c	bekanntlich	bekanntlich	bekanntlich	ADV
s1e	w32d	nicht	nicht	nicht	PTKNEG
s1e	w32e	viel	viel	viel	ADV
s1e	w32f	auf	auf	auf	APPR
s1e	w330	das	das	d	ART
s1e	w331	Christentum	Chriſtenthum	Christentum	NN
s1e	w332	hält	haͤlt	halten	VVFIN
s1e	w333	,	,	,	$,
s1e	w334	gemerkt	gemerkt	merken	VVPP
s1e	w335	,	,	,	$,
s1e	w336	und	und	und	KON
s1e	w337	Jsaaks	Jſaaks	Jsaaks	NE
s1e	w338	fromme	fromme	fromm	ADJA
s1e	w339	Nachkommen	Nachkommen	Nachkomme	NN
s1e	w33a	,	,	,	$,
s1e	w33b	sowohl	ſowohl	sowohl	KON
s1e	w33c	von	von	von	APPR
s1e	w33d	der	der	d	ART
s1e	w33e	schwarzen	ſchwarzen	schwarz	ADJA
s1e	w33f	als	als	als	KOKOM
s1e	w340	der	der	d	ART
s1e	w341	weißen	weißen	weiß	ADJA
s1e	w342	Linie	Linie	Linie	NN
s1e	w343	,	,	,	$,
s1e	w344	waren	waren	sein	VAFIN
s1e	w345	eifrigst	eifrigſt	eifrig	ADJD
s1e	w346	bemühet	bemuͤhet	bemühen	VVFIN
s1e	w347	,	,	,	$,
s1e	w348	mir	mir	ich	PPER
s1e	w349	zum	zum	zum	APPRART
s1e	w34a	Reiche	Reiche	reich	ADJA
s1e	w34b	Gottes	Gottes	Gott	NN
s1e	w34c	zu	zu	zu	PTKZU
s1e	w34d	verhelfen	verhelfen	verhelfen	VVINF
s1e	w34e	.	.	.	$.

# text = Hiebei wurden ſie ſehr thaͤtig von einigen vornehmen Herren mit Ordensbaͤndern unterſtuͤtzt , die uͤber gewiſſe bunte papierne Monarchen , eben ſo große Gewalt ausuͤbten , wie die Miniſter in Nubien und Abyſſinien uͤber ihre Monarchen von Fleiſch und Bein .
s1f	w34f	Hierbei	Hiebei	hierbei	PAV
s1f	w350	wurden	wurden	werden	VAFIN
s1f	w351	sie	ſie	sie	PPER
s1f	w352	sehr	ſehr	sehr	ADV
s1f	w353	tätig	thaͤtig	tätig	ADJD
s1f	w354	von	von	von	APPR
s1f	w355	einigen	einigen	einige	PIAT
s1f	w356	vornehmen	vornehmen	vornehm	ADJA
s1f	w357	Herren	Herren	Herr	NN
s1f	w358	mit	mit	mit	APPR
s1f	w359	Ordensbändern	Ordensbaͤndern	Ordensband	NN
s1f	w35a	unterstützt	unterſtuͤtzt	unterstützen	VVPP
s1f	w35b	,	,	,	$,
s1f	w35c	die	die	die	PRELS
s1f	w35d	über	uͤber	über	APPR
s1f	w35e	gewisse	gewiſſe	gewiß	ADJA
s1f	w35f	bunte	bunte	bunt	ADJA
s1f	w360	papierne	papierne	papiern	ADJA
s1f	w361	Monarchen	Monarchen	Monarch	NN
s1f	w362	,	,	,	$,
s1f	w363	eben	eben	eben	ADV
s1f	w364	so	ſo	so	ADV
s1f	w365	große	große	groß	ADJA
s1f	w366	Gewalt	Gewalt	Gewalt	NN
s1f	w367	ausübten	ausuͤbten	ausüben	VVFIN
s1f	w368	,	,	,	$,
s1f	w369	wie	wie	wie	PWAV
s1f	w36a	die	die	d	ART
s1f	w36b	Minister	Miniſter	Minister	NN
s1f	w36c	in	in	in	APPR
s1f	w36d	Nubien	Nubien	Nubien	NE
s1f	w36e	und	und	und	KON
s1f	w36f	Abyssinien	Abyſſinien	Abyssinien	NE
s1f	w370	über	uͤber	über	APPR
s1f	w371	ihre	ihre	ihr	PPOSAT
s1f	w372	Monarchen	Monarchen	Monarch	NN
s1f	w373	von	von	von	APPR
s1f	w374	Fleisch	Fleiſch	Fleisch	NN
s1f	w375	und	und	und	KON
s1f	w376	Bein	Bein	Bein	NN
s1f	w377	.	.	.	$.

# text = Dadurch ſahe ich , der ich es haͤufig mit den Bauern , hin- und wieder auch wohl mit den Damen hielt , mich in Kurzem ſo weit gebracht , daß ich , wenn ich nichts weiter von Materiellem an mir gehabt haͤtte , als meine Baarſchaft , damit fuͤglich durch das allerfeinſte Nadeloͤhr haͤtte paſſiren koͤnnen .
s20	w378	Dadurch	Dadurch	dadurch	PAV
s20	w379	sah	ſahe	sehen	VVFIN
s20	w37a	ich	ich	ich	PPER
s20	w37b	,	,	,	$,
s20	w37c	der	der	die	PRELS
s20	w37d	ich	ich	ich	PPER
s20	w37e	es	es	es	PPER
s20	w37f	häufig	haͤufig	häufig	ADJD
s20	w380	mit	mit	mit	APPR
s20	w381	den	den	d	ART
s20	w382	Bauern	Bauern	Bauer	NN
s20	w383	,	,	,	$,
s20	w384	hin-	hin-	hin-	TRUNC
s20	w385	und	und	und	KON
s20	w386	wieder	wieder	wieder	ADV
s20	w387	auch	auch	auch	ADV
s20	w388	wohl	wohl	wohl	ADV
s20	w389	mit	mit	mit	APPR
s20	w38a	den	den	d	ART
s20	w38b	Damen	Damen	Dame	NN
s20	w38c	hielt	hielt	halten	VVFIN
s20	w38d	,	,	,	$,
s20	w38e	mich	mich	mich	PRF
s20	w38f	in	in	in	APPR
s20	w390	Kurzem	Kurzem	Kurze	NN
s20	w391	so	ſo	so	ADV
s20	w392	weit	weit	weit	ADJD
s20	w393	gebracht	gebracht	bringen	VVPP
s20	w394	,	,	,	$,
s20	w395	daß	daß	daß	KOUS
s20	w396	ich	ich	ich	PPER
s20	w397	,	,	,	$,
s20	w398	wenn	wenn	wenn	KOUS
s20	w399	ich	ich	ich	PPER
s20	w39a	nichts	nichts	nichts	PIS
s20	w39b	weiter	weiter	weiter	ADV
s20	w39c	von	von	von	APPR
s20	w39d	Materiellem	Materiellem	Materielle	NN
s20	w39e	an	an	an	APPR
s20	w39f	mir	mir	ich	PPER
s20	w3a0	gehabt	gehabt	haben	VAPP
s20	w3a1	hätte	haͤtte	haben	VAFIN
s20	w3a2	,	,	,	$,
s20	w3a3	als	als	als	KOKOM
s20	w3a4	meine	meine	meine	PPOSAT
s20	w3a5	Barschaft	Baarſchaft	Barschaft	NN
s20	w3a6	,	,	,	$,
s20	w3a7	damit	damit	damit	PAV
s20	w3a8	füglich	fuͤglich	füglich	ADV
s20	w3a9	durch	durch	durch	APPR
s20	w3aa	das	das	d	ART
s20	w3ab	allerfeinste	allerfeinſte	allerfein	ADJA
s20	w3ac	Nadelöhr	Nadeloͤhr	Nadelöhr	NN
s20	w3ad	hätte	haͤtte	haben	VAFIN
s20	w3ae	passieren	paſſiren	passieren	VVINF
s20	w3af	können	koͤnnen	können	VMINF
s20	w3b0	.	.	.	$.

# text = Wem verdankte ich dies anders , Hochwohlgeborner , als dem auserwaͤhlten Volke , dem Sie ſo gluͤcklich ſind , mit Leib und Seele anzugehoͤren ?
s21	w3b1	Wem	Wem	wer	PWS
s21	w3b2	verdankte	verdankte	verdanken	VVFIN
s21	w3b3	ich	ich	ich	PPER
s21	w3b4	dies	dies	diese	PDS
s21	w3b5	anders	anders	anders	ADV
s21	w3b6	,	,	,	$,
s21	w3b7	Hochwohlgeborener	Hochwohlgeborner	Hochwohlgeborene	NN
s21	w3b8	,	,	,	$,
s21	w3b9	als	als	als	KOKOM
s21	w3ba	dem	dem	d	ART
s21	w3bb	auserwählten	auserwaͤhlten	auserwählt	ADJA
s21	w3bc	Volke	Volke	Volk	NN
s21	w3bd	,	,	,	$,
s21	w3be	dem	dem	die	PRELS
s21	w3bf	Sie	Sie	sie	PPER
s21	w3c0	so	ſo	so	ADV
s21	w3c1	glücklich	gluͤcklich	glücklich	ADJD
s21	w3c2	sind	ſind	sein	VAFIN
s21	w3c3	,	,	,	$,
s21	w3c4	mit	mit	mit	APPR
s21	w3c5	Leib	Leib	Leib	NN
s21	w3c6	und	und	und	KON
s21	w3c7	Seele	Seele	Seele	NN
s21	w3c8	anzugehören	anzugehoͤren	angehören	VVIZU
s21	w3c9	?	?	?	$.

# text = Sollte ich jemals das Reich Gottes ererben — welches aber , wie mein Herr Pfarrer meint , noch nicht ganz im Klaren iſt ; — ſo iſt es Abrahams Saame , der mir dazu verhalf .
s22	w3ca	Sollte	Sollte	sollen	VMFIN
s22	w3cb	ich	ich	ich	PPER
s22	w3cc	jemals	jemals	jemals	ADV
s22	w3cd	das	das	d	ART
s22	w3ce	Reich	Reich	Reich	NN
s22	w3cf	Gottes	Gottes	Gott	NN
s22	w3d0	ererben	ererben	ererben	VVINF
s22	w3d1	--	—	--	$(
s22	w3d2	welches	welches	welche	PRELS
s22	w3d3	aber	aber	aber	ADV
s22	w3d4	,	,	,	$,
s22	w3d5	wie	wie	wie	PWAV
s22	w3d6	mein	mein	mein	PPOSAT
s22	w3d7	Herr	Herr	Herr	NN
s22	w3d8	Pfarrer	Pfarrer	Pfarrer	NN
s22	w3d9	meint	meint	meinen	VVFIN
s22	w3da	,	,	,	$,
s22	w3db	noch	noch	noch	ADV
s22	w3dc	nicht	nicht	nicht	PTKNEG
s22	w3dd	ganz	ganz	ganz	ADV
s22	w3de	im	im	im	APPRART
s22	w3df	Klaren	Klaren	Klare	NN
s22	w3e0	ist	iſt	sein	VAFIN
s22	w3e1	;	;	;	$.
s22	w3e2	--	—	--	$(
s22	w3e3	so	ſo	so	ADV
s22	w3e4	ist	iſt	sein	VAFIN
s22	w3e5	es	es	es	PPER
s22	w3e6	Abrahams	Abrahams	Abrahams	NE
s22	w3e7	Same	Saame	Same	NE
s22	w3e8	,	,	,	$,
s22	w3e9	der	der	die	PRELS
s22	w3ea	mir	mir	ich	PPER
s22	w3eb	dazu	dazu	dazu	PAV
s22	w3ec	verhalf	verhalf	verhelfen	VVFIN
s22	w3ed	.	.	.	$.

# text = Wem koͤnnte ich daher wohl mit mehrerem Rechte dies Werkchen zueignen , als Jhnen , der Sie einer der ausgezeichnetſten unter Abrahams Nachkommen , und , ohne Schmeichelei , wohl werth ſind , einſt legitimer Koͤnig der Juden zu werden .
s23	w3ee	Wem	Wem	wer	PWS
s23	w3ef	könnte	koͤnnte	können	VMFIN
s23	w3f0	ich	ich	ich	PPER
s23	w3f1	daher	daher	daher	PAV
s23	w3f2	wohl	wohl	wohl	ADV
s23	w3f3	mit	mit	mit	APPR
s23	w3f4	mehrerem	mehrerem	mehrere	PIAT
s23	w3f5	Rechte	Rechte	Rechte	NN
s23	w3f6	dies	dies	diese	PDS
s23	w3f7	Werkchen	Werkchen	Werkchen	NN
s23	w3f8	zueignen	zueignen	zueignen	VVINF
s23	w3f9	,	,	,	$,
s23	w3fa	als	als	als	KOUS
s23	w3fb	Ihnen	Jhnen	sie	PPER
s23	w3fc	,	,	,	$,
s23	w3fd	der	der	die	PRELS
s23	w3fe	Sie	Sie	sie	PPER
s23	w3ff	einer	einer	eine	PIS
s23	w400	der	der	d	ART
s23	w401	ausgezeichnetsten	ausgezeichnetſten	ausgezeichnet	ADJA
s23	w402	unter	unter	unter	APPR
s23	w403	Abrahams	Abrahams	Abrahams	NE
s23	w404	Nachkommen	Nachkommen	Nachkomme	NN
s23	w405	,	,	,	$,
s23	w406	und	und	und	KON
s23	w407	,	,	,	$,
s23	w408	ohne	ohne	ohne	APPR
s23	w409	Schmeichelei	Schmeichelei	Schmeichelei	NN
s23	w40a	,	,	,	$,
s23	w40b	wohl	wohl	wohl	ADV
s23	w40c	wert	werth	wert	ADJD
s23	w40d	sind	ſind	sein	VAFIN
s23	w40e	,	,	,	$,
s23	w40f	einst	einſt	einst	ADV
s23	w410	legitimer	legitimer	legitim	ADJA
s23	w411	König	Koͤnig	König	NN
s23	w412	der	der	d	ART
s23	w413	Juden	Juden	Jude	NN
s23	w414	zu	zu	zu	PTKZU
s23	w415	werden	werden	werden	VAINF
s23	w416	.	.	.	$.

# text = Wie Joſephus dem Vespaſian die roͤmiſche Kaiſerkrone , ſo moͤchte ich Jhnen die juͤdiſche Koͤnigskrone prophezeien ; allein da ich nie auf Propheten viel hielt , ſo bin ich auch ſelbſt nur ein ſchlechter Prophet .
s24	w417	Wie	Wie	wie	PWAV
s24	w418	Josephus	Joſephus	Josephus	NE
s24	w419	dem	dem	d	ART
s24	w41a	Vespasian	Vespaſian	Vespasian	NN
s24	w41b	die	die	d	ART
s24	w41c	römische	roͤmiſche	römisch	ADJA
s24	w41d	Kaiserkrone	Kaiſerkrone	Kaiserkrone	NN
s24	w41e	,	,	,	$,
s24	w41f	so	ſo	so	ADV
s24	w420	möchte	moͤchte	mögen	VMFIN
s24	w421	ich	ich	ich	PPER
s24	w422	Ihnen	Jhnen	sie	PPER
s24	w423	die	die	d	ART
s24	w424	jüdische	juͤdiſche	jüdisch	ADJA
s24	w425	Königskrone	Koͤnigskrone	Königskrone	NN
s24	w426	prophezeien	prophezeien	prophezeien	VVINF
s24	w427	;	;	;	$.
s24	w428	allein	allein	allein	ADV
s24	w429	da	da	da	KOUS
s24	w42a	ich	ich	ich	PPER
s24	w42b	nie	nie	nie	ADV
s24	w42c	auf	auf	auf	APPR
s24	w42d	Propheten	Propheten	Prophet	NN
s24	w42e	viel	viel	viel	ADV
s24	w42f	hielt	hielt	halten	VVFIN
s24	w430	,	,	,	$,
s24	w431	so	ſo	so	ADV
s24	w432	bin	bin	sein	VAFIN
s24	w433	ich	ich	ich	PPER
s24	w434	auch	auch	auch	ADV
s24	w435	selbst	ſelbſt	selbst	ADV
s24	w436	nur	nur	nur	ADV
s24	w437	ein	ein	eine	ART
s24	w438	schlechter	ſchlechter	schlecht	ADJA
s24	w439	Prophet	Prophet	Prophet	NN
s24	w43a	.	.	.	$.

# text = M. ſ .
s73	wf4d	M.	M.	M.	NE
s73	wf4e	s	ſ	s	PPER
s73	wf4f	.	.	.	$.

# text = Benjamin Noldmanns Geſchichte der Aufklaͤrung in Abyſſinien .
s74	wf50	Benjamin	Benjamin	Benjamin	NE
s74	wf51	Noldmanns	Noldmanns	Noldmanns	NE
s74	wf52	Geschichte	Geſchichte	Geschichte	NN
s74	wf53	der	der	d	ART
s74	wf54	Aufklärung	Aufklaͤrung	Aufklärung	NN
s74	wf55	in	in	in	APPR
s74	wf56	Abyssinien	Abyſſinien	Abyssinien	NE
s74	wf57	.	.	.	$.

# text = Ein Buch , welches jungen Thronfolgern eben ſo ſehr zu empfehlen iſt , wie Knigge’s Schrift : „ Hinterlaſſene Papiere des ſeligen Herrn Staatsraths von Schafkopf , ‟ manchem Staatsrath .
s75	wf58	Ein	Ein	eine	ART
s75	wf59	Buch	Buch	Buch	NN
s75	wf5a	,	,	,	$,
s75	wf5b	welches	welches	welches	PWAT
s75	wf5c	jungen	jungen	jung	ADJA
s75	wf5d	Thronfolgern	Thronfolgern	Thronfolger	NN
